"word1","freq"
"smiled",10
"smiling",10
"snack",10
"sorts",10
"spell",10
"spoken",10
"stages",10
"stamps",10
"statistics",10
"stays",10
"steal",10
"storage",10
"storms",10
"stream",10
"string",10
"strip",10
"stunning",10
"sue",10
"summit",10
"supported",10
"supporters",10
"suspect",10
"tablespoon",10
"tackle",10
"tank",10
"taxpayers",10
"technique",10
"televison",10
"temperatures",10
"territory",10
"terry",10
"tested",10
"tone",10
"tourist",10
"toys",10
"traded",10
"travelers",10
"trenton",10
"tub",10
"tuesdays",10
"tunnel",10
"underground",10
"uniform",10
"valuable",10
"vikings",10
"visitor",10
"vulnerable",10
"wade",10
"walks",10
"waters",10
"wildlife",10
"wishing",10
"witnessed",10
"wrap",10
"ye",10
"yoga",10
"-day",9
"-minute",9
"“don’t",9
"abandoned",9
"abc",9
"accidentally",9
"accounts",9
"accurate",9
"admission",9
"adorable",9
"adventures",9
"advisory",9
"aircraft",9
"airlines",9
"aka",9
"alarm",9
"albums",9
"altogether",9
"anger",9
"announcement",9
"apologies",9
"appealing",9
"appearing",9
"application",9
"applying",9
"appreciation",9
"approached",9
"arriving",9
"ashley",9
"assigned",9
"athletes",9
"availability",9
"avengers",9
"awake",9
"aw",9
"barrels",9
"bbc",9
"belongs",9
"belt",9
"berkeley",9
"berries",9
"birthdays",9
"bits",9
"bless",9
"blessed",9
"blogger",9
"bloggers",9
"blogs",9
"boil",9
"bonus",9
"bother",9
"brass",9
"breed",9
"brick",9
"briefly",9
"brilliant",9
"brunswick",9
"bryan",9
"bulb",9
"bullies",9
"bureau",9
"button",9
"buzz",9
"capacity",9
"casino",9
"cattle",9
"chairs",9
"champions",9
"chapters",9
"children’s",9
"chop",9
"chopped",9
"chronic",9
"citizen",9
"climb",9
"climbed",9
"climbing",9
"clinton",9
"closest",9
"clubs",9
"cnn",9
"collapse",9
"colleague",9
"collins",9
"comprehensive",9
"conduct",9
"confront",9
"contain",9
"cookie",9
"cooler",9
"couch",9
"countys",9
"couples",9
"creature",9
"crib",9
"criticism",9
"curry",9
"custom",9
"cuz",9
"cycle",9
"dairy",9
"deck",9
"declared",9
"def",9
"delayed",9
"desert",9
"desired",9
"dig",9
"digging",9
"directions",9
"disappear",9
"discussing",9
"divorce",9
"document",9
"dominate",9
"donations",9
"dot",9
"doug",9
"dvd",9
"economists",9
"eligible",9
"eliminate",9
"ellen",9
"elsewhere",9
"emails",9
"embrace",9
"encounter",9
"engines",9
"enterprise",9
"exams",9
"explains",9
"explanation",9
"faculty",9
"faithful",9
"fb",9
"firms",9
"fisher",9
"fishing",9
"fitzgerald",9
"fixed",9
"flash",9
"floors",9
"follower",9
"fort",9
"fortune",9
"founding",9
"frequently",9
"frustrated",9
"furniture",9
"ga",9
"gary",9
"gathering",9
"gender",9
"gene",9
"genius",9
"genre",9
"go-",9
"goodnight",9
"gordon",9
"grabbed",9
"grades",9
"graham",9
"gratitude",9
"guessing",9
"handled",9
"handling",9
"harm",9
"hero",9
"heroes",9
"hip",9
"holmes",9
"hotels",9
"hows",9
"hudson",9
"huh",9
"humble",9
"humor",9
"hurry",9
"ideal",9
"immediate",9
"impression",9
"incidents",9
"indiana",9
"initially",9
"innovative",9
"insight",9
"installed",9
"instant",9
"jeans",9
"johnny",9
"jonathan",9
"ken",9
"kentucky",9
"kyle",9
"landed",9
"latino",9
"layout",9
"lease",9
"lebron",9
"lengthy",9
"lesson",9
"lgbt",9
"libraries",9
"lift",9
"lifted",9
"lists",9
"lobby",9
"longtime",9
"lover",9
"lovers",9
"lung",9
"madness",9
"maria",9
"max",9
"measures",9
"melt",9
"mentions",9
"messages",9
"midst",9
"milwaukee",9
"miracle",9
"mommy",9
"monroe",9
"moral",9
"mornings",9
"mrs",9
"mt",9
"murphy",9
"muslims",9
"mvp",9
"narrative",9
"nate",9
"ne",9
"nerve",9
"nightmare",9
"nj",9
"nominations",9
"non",9
"object",9
"objects",9
"operate",9
"ordinary",9
"outlook",9
"overtime",9
"pairs",9
"pakistan",9
"palace",9
"participation",9
"patrol",9
"peanut",9
"percentage",9
"permit",9
"pet",9
"philosophy",9
"pile",9
"pilots",9
"polish",9
"pond",9
"popping",9
"pork",9
"port",9
"potato",9
"practicing",9
"praying",9
"presidents",9
"primarily",9
"priority",9
"producer",9
"projected",9
"prompted",9
"protests",9
"pubs",9
"pulling",9
"qb",9
"queens",9
"raining",9
"rangers",9
"rb",9
"recovering",9
"reducing",9
"refer",9
"referred",9
"releasing",9
"relevant",9
"religion",9
"remarks",9
"reporter",9
"reporting",9
"requests",9
"reservations",9
"resolution",9
"resulted",9
"retreat",9
"revision",9
"reward",9
"richards",9
"rim",9
"rings",9
"roberts",9
"rod",9
"rode",9
"roger",9
"romantic",9
"ross",9
"rumors",9
"rushed",9
"safely",9
"sample",9
"savings",9
"savior",9
"scandal",9
"scientist",9
"screening",9
"sections",9
"sector",9
"semester",9
"seniors",9
"settings",9
"severe",9
"sf",9
"shadow",9
"shock",9
"shoe",9
"shrimp",9
"shuttle",9
"signatures",9
"singles",9
"skirt",9
"slight",9
"soldiers",9
"solutions",9
"solve",9
"sophomore",9
"souls",9
"sounded",9
"southeast",9
"southwest",9
"specialist",9
"sponsored",9
"spy",9
"sticking",9
"stitch",9
"studios",9
"sum",9
"supplies",9
"supportive",9
"swim",9
"swimming",9
"symbol",9
"tab",9
"taco",9
"tap",9
"teammates",9
"ted",9
"tens",9
"testimony",9
"texture",9
"therapy",9
"throat",9
"thru",9
"tigers",9
"til",9
"timbers",9
"toronto",9
"tragedy",9
"transform",9
"travels",9
"trevor",9
"trials",9
"tries",9
"tuition",9
"tuned",9
"ugh",9
"uncertainty",9
"unclear",9
"unfortunate",9
"units",9
"unlikely",9
"valentines",9
"venture",9
"vibe",9
"vincent",9
"virtually",9
"voting",9
"wallet",9
"wander",9
"warned",9
"washed",9
"weapons",9
"wheres",9
"wherever",9
"winery",9
"wolf",9
"woo",9
"worldwide",9
"y",9
"yummy",9
"zealand",9
"-pound",8
"-square-foot",8
"“’re",8
"abroad",8
"absolute",8
"accommodate",8
"achieve",8
"admitted",8
"affair",8
"aimed",8
"alexander",8
"alongside",8
"amid",8
"android",8
"andy",8
"angels",8
"anytime",8
"apparent",8
"appearances",8
"approve",8
"architects",8
"assembly",8
"associate",8
"assumed",8
"assured",8
"athens",8
"attracted",8
"attractive",8
"auction",8
"automatically",8
"backing",8
"bacon",8
"banner",8
"basket",8
"bathroom",8
"beautifully",8
"bench",8
"bitter",8
"blanket",8
"blew",8
"blown",8
"boo",8
"boost",8
"borrowing",8
"bottles",8
"brave",8
"bronze",8
"brooks",8
"bryant",8
"bullying",8
"caps",8
"carl",8
"carrots",8
"carter",8
"castle",8
"catching",8
"cd",8
"celebrating",8
"challenging",8
"cheating",8
"cheer",8
"circuit",8
"classified",8
"clever",8
"clinical",8
"collections",8
"colorful",8
"coloring",8
"comedian",8
"commerce",8
"competing",8
"completing",8
"computers",8
"concrete",8
"conditioning",8
"constitution",8
"consultant",8
"context",8
"contribute",8
"contribution",8
"cops",8
"corps",8
"corrupt",8
"councilman",8
"cousins",8
"crafts",8
"crisp",8
"criticized",8
"crop",8
"cruise",8
"daddy",8
"database",8
"deadline",8
"debris",8
"decorative",8
"defend",8
"delicate",8
"democracy",8
"dennis",8
"departure",8
"des",8
"designers",8
"destroyed",8
"detective",8
"devils",8
"diamond",8
"differently",8
"disagree",8
"discovery",8
"distribution",8
"diverse",8
"dm",8
"dnt",8
"doc",8
"dominated",8
"donated",8
"dragon",8
"driven",8
"drops",8
"dwight",8
"earrings",8
"ease",8
"ebook",8
"eliminated",8
"emerge",8
"emerged",8
"emphasis",8
"enemies",8
"engage",8
"engagement",8
"enrollment",8
"entrance",8
"envelope",8
"espn",8
"essence",8
"est",8
"establishing",8
"ethics",8
"euclid",8
"everyones",8
"ex",8
"examine",8
"explaining",8
"exposed",8
"expression",8
"fascinated",8
"fascinating",8
"fee",8
"fighter",8
"financially",8
"findings",8
"firefighters",8
"fiscal",8
"fitness",8
"flexible",8
"flu",8
"fm",8
"forum",8
"fought",8
"freeway",8
"fridays",8
"fries",8
"fur",8
"gasoline",8
"gear",8
"generous",8
"glenn",8
"graduates",8
"grandfather",8
"grants",8
"grated",8
"greek",8
"greg",8
"grim",8
"groceries",8
"guarantee",8
"handful",8
"hardest",8
"harper",8
"heather",8
"hence",8
"high-profile",8
"hills",8
"hollande",8
"homeless",8
"horizon",8
"household",8
"hunters",8
"hybrid",8
"ima",8
"improvements",8
"incentives",8
"inflation",8
"informed",8
"inquiry",8
"instances",8
"instruction",8
"instructions",8
"intake",8
"intense",8
"intent",8
"interior",8
"intrigued",8
"introduction",8
"investments",8
"invitation",8
"jeremy",8
"johns",8
"joining",8
"kenneth",8
"kingdom",8
"knock",8
"lab",8
"laden",8
"lame",8
"lawson",8
"legislative",8
"liberty",8
"lied",8
"lifestyle",8
"lil",8
"lined",8
"lit",8
"literary",8
"literature",8
"locked",8
"loop",8
"loses",8
"lt",8
"mama",8
"man”",8
"manuscript",8
"mask",8
"matching",8
"maximum",8
"mcmillan",8
"meaningful",8
"memorable",8
"mentally",8
"mid-s",8
"midwest",8
"miracles",8
"moist",8
"momentum",8
"monthly",8
"morrison",8
"motivation",8
"mustard",8
"neighbor",8
"nonetheless",8
"nurse",8
"nursing",8
"obscure",8
"occasional",8
"occasionally",8
"oct",8
"odds",8
"onion",8
"opera",8
"outcome",8
"overwhelming",8
"pa",8
"palm",8
"patio",8
"pearl",8
"penalties",8
"people’s",8
"performed",8
"persuade",8
"pets",8
"phillip",8
"photographer",8
"photographs",8
"pitches",8
"pitcher",8
"pleading",8
"pleasant",8
"pleasing",8
"pointing",8
"pole",8
"pope",8
"porter",8
"pouring",8
"premier",8
"preparing",8
"pressed",8
"priced",8
"priest",8
"procedure",8
"processed",8
"producing",8
"professionals",8
"prosecutor",8
"prospects",8
"protein",8
"protest",8
"publicity",8
"publish",8
"publisher",8
"purse",8
"pursue",8
"pursuit",8
"racing",8
"rainy",8
"rally",8
"recognize",8
"recommendations",8
"reflection",8
"regard",8
"regulatory",8
"rehab",8
"rely",8
"remembered",8
"reminded",8
"renewal",8
"repair",8
"repeated",8
"replacement",8
"reply",8
"restoration",8
"restore",8
"restored",8
"retire",8
"reunion",8
"riot",8
"rocky",8
"roses",8
"rub",8
"runner",8
"russell",8
"russian",8
"sacred",8
"salads",8
"samples",8
"sandwich",8
"satisfied",8
"saves",8
"scout",8
"sealed",8
"secure",8
"secured",8
"segment",8
"selfish",8
"sells",8
"sensation",8
"sentenced",8
"sentiment",8
"sequel",8
"sessions",8
"severely",8
"shadows",8
"shaking",8
"shelter",8
"sheriff",8
"shook",8
"sidewalk",8
"significantly",8
"silicon",8
"similarly",8
"singers",8
"skinny",8
"sleepy",8
"smash",8
"smoking",8
"sole",8
"spain",8
"spare",8
"speaker",8
"spice",8
"spoon",8
"spotted",8
"squad",8
"sr",8
"stamp",8
"stash",8
"steady",8
"stewart",8
"stones",8
"strain",8
"stressed",8
"studied",8
"stunned",8
"styles",8
"submitted",8
"successfully",8
"sudden",8
"summers",8
"sunny",8
"sunshine",8
"surprising",8
"survive",8
"swiss",8
"syrup",8
"tables",8
"tale",8
"tasted",8
"tattoo",8
"temporarily",8
"tent",8
"terrace",8
"terrific",8
"theaters",8
"thoroughly",8
"thriving",8
"tix",8
"tool",8
"topics",8
"toss",8
"touring",8
"tracking",8
"transformed",8
"transported",8
"traveled",8
"treating",8
"um",8
"uncle",8
"uncomfortable",8
"underneath",8
"urged",8
"vampire",8
"vancouver",8
"veggies",8
"venues",8
"verse",8
"viewed",8
"vinegar",8
"virtual",8
"visible",8
"vocal",8
"wallace",8
"warmer",8
"warner",8
"warrants",8
"waves",8
"weak",8
"wealthy",8
"wheat",8
"whisk",8
"whoever",8
"winds",8
"witnesses",8
"womens",8
"wondered",8
"workforce",8
"workouts",8
"worn",8
"worries",8
"worrying",8
"xd",8
"yay",8
"youngest",8
"“well",7
"aaron",7
"absence",7
"acceptance",7
"accomplish",7
"accomplished",7
"accountability",7
"achieved",7
"activists",7
"additionally",7
"ads",7
"agreeing",7
"aisle",7
"alan",7
"alliance",7
"americas",7
"amounts",7
"animated",7
"ankle",7
"anticipation",7
"appreciated",7
"approaching",7
"arguments",7
"array",7
"arrival",7
"arrive",7
"artistic",7
"asap",7
"aspect",7
"assistance",7
"attacked",7
"audit",7
"avoided",7
"backyard",7
"bail",7
"balanced",7
"banned",7
"barry",7
"bases",7
"bee",7
"begun",7
"bells",7
"belly",7
"billy",7
"bizarre",7
"bleeding",7
"blessings",7
"bliss",7
"blonde",7
"bloody",7
"blossom",7
"blvd",7
"bow",7
"branches",7
"braun",7
"breathing",7
"breeze",7
"brew",7
"broadcasting",7
"brunch",7
"brutal",7
"bull",7
"bullet",7
"burger",7
"burns",7
"buttons",7
"cabbage",7
"cancel",7
"careers",7
"cares",7
"carlos",7
"carol",7
"carpet",7
"carrie",7
"cart",7
"casual",7
"cave",7
"cbs",7
"cease",7
"chargers",7
"cheaper",7
"cider",7
"cincinnati",7
"circles",7
"clark",7
"clayton",7
"cleared",7
"clemens",7
"climate",7
"closet",7
"clouds",7
"clutch",7
"coconut",7
"command",7
"commissions",7
"companion",7
"compare",7
"concentration",7
"concluded",7
"conclusion",7
"conducted",7
"connecting",7
"connections",7
"conservatives",7
"considerable",7
"consistency",7
"consisting",7
"constitutional",7
"contempt",7
"contents",7
"continental",7
"contractor",7
"contrary",7
"contrast",7
"converted",7
"convictions",7
"convince",7
"cop",7
"copies",7
"corners",7
"corporation",7
"costly",7
"countdown",7
"courage",7
"courtesy",7
"cozy",7
"crashed",7
"crowds",7
"ct",7
"cubs",7
"dads",7
"dakota",7
"damaged",7
"darker",7
"dash",7
"daughters",7
"deaths",7
"debut",7
"deciding",7
"declining",7
"defendant",7
"defended",7
"demanded",7
"democrat",7
"describing",7
"desires",7
"desperately",7
"determination",7
"developer",7
"dilemma",7
"dirt",7
"disappeared",7
"disorders",7
"displays",7
"dj",7
"doll",7
"donation",7
"doubled",7
"drag",7
"drain",7
"dramatically",7
"dressing",7
"drummer",7
"ds",7
"dudes",7
"duke",7
"dylan",7
"eagles",7
"eaten",7
"edges",7
"edison",7
"edited",7
"editors",7
"electoral",7
"elimination",7
"elite",7
"embraced",7
"empire",7
"enable",7
"encouraging",7
"endless",7
"ensemble",7
"entering",7
"episodes",7
"equivalent",7
"error",7
"et",7
"eu",7
"excellence",7
"executives",7
"exhausted",7
"exhibit",7
"exit",7
"expires",7
"extending",7
"extensive",7
"fa",7
"fabrics",7
"fastest",7
"feathers",7
"fever",7
"finale",7
"flesh",7
"flies",7
"flourish",7
"fold",7
"fork",7
"fortunately",7
"four-year",7
"frankly",7
"freely",7
"freeze",7
"frequent",7
"frightening",7
"frustration",7
"functions",7
"fundamental",7
"fuzzy",7
"garbage",7
"generating",7
"glasses",7
"goats",7
"goddess",7
"goin",7
"goodbye",7
"goodies",7
"government’s",7
"grid",7
"grind",7
"guardian",7
"guidelines",7
"guides",7
"hallway",7
"handsome",7
"hates",7
"haunted",7
"herbs",7
"hesitate",7
"highlights",7
"hillis",7
"hitchcock",7
"holder",7
"homework",7
"honored",7
"hood",7
"hopeful",7
"hops",7
"horrible",7
"hug",7
"identification",7
"imagined",7
"immune",7
"inaugural",7
"indianapolis",7
"indicated",7
"indictment",7
"indoor",7
"infection",7
"insider",7
"insisted",7
"intelligent",7
"intends",7
"intentions",7
"investor",7
"iowa",7
"ipo",7
"ironic",7
"islam",7
"jacob",7
"jefferson",7
"joel",7
"journalist",7
"journalists",7
"julie",7
"jungle",7
"junk",7
"kennedy",7
"kenny",7
"kindle",7
"kindness",7
"knit",7
"labour",7
"laughed",7
"laughter",7
"laura",7
"lawn",7
"laying",7
"learns",7
"leftover",7
"lens",7
"lighting",7
"lincoln",7
"lion",7
"lobbying",7
"locals",7
"logic",7
"lonely",7
"louisville",7
"lowered",7
"luckily",7
"ma",7
"maam",7
"machines",7
"magazines",7
"mainstream",7
"maintenance",7
"makers",7
"manual",7
"marching",7
"marie",7
"marina",7
"marked",7
"martha",7
"martins",7
"massage",7
"mate",7
"measuring",7
"medicare",7
"medieval",7
"membership",7
"memoir",7
"mercy",7
"mere",7
"metropolitan",7
"meyer",7
"modest",7
"molly",7
"monitor",7
"monsters",7
"morris",7
"mp",7
"muffin",7
"murders",7
"myriad",7
"nails",7
"nancy",7
"nationwide",7
"nc",7
"nearest",7
"newport",7
"ngos",7
"noel",7
"nolan",7
"northbound",7
"nursery",7
"objections",7
"occur",7
"organized",7
"origins",7
"ounces",7
"overhead",7
"pad",7
"pancakes",7
"parallel",7
"parenting",7
"parliament",7
"passenger",7
"pasta",7
"pastor",7
"patrons",7
"pdt",7
"peaceful",7
"peak",7
"peanuts",7
"pennsylvania",7
"permanent",7
"permission",7
"persons",7
"peterson",7
"petition",7
"philip",7
"phrase",7
"piano",7
"pills",7
"pipeline",7
"plank",7
"poems",7
"pony",7
"possibilities",7
"postal",7
"poster",7
"powell",7
"practical",7
"premiere",7
"preschool",7
"preservation",7
"pretend",7
"printing",7
"privilege",7
"prob",7
"procedures",7
"proceed",7
"professors",7
"programme",7
"proposals",7
"prospect",7
"protected",7
"proven",7
"pump",7
"purely",7
"quiz",7
"rack",7
"rage",7
"rainbow",7
"rains",7
"rapidly",7
"rated",7
"recreation",7
"reduces",7
"reduction",7
"regret",7
"regulation",7
"regulators",7
"relaxing",7
"remembering",7
"replied",7
"representative",7
"residential",7
"resolve",7
"respective",7
"rhetoric",7
"ridge",7
"risks",7
"ritual",7
"roast",7
"robbery",7
"rocks",7
"romance",7
"root",7
"rotation",7
"rubber",7
"ruin",7
"ruled",7
"rumor",7
"sacrifice",7
"saint",7
"saloon",7
"sarah",7
"saturdays",7
"sausage",7
"scan",7
"scattered",7
"scientific",7
"scorer",7
"scrutiny",7
"seal",7
"secrecy",7
"sentences",7
"settling",7
"sewer",7
"shaker",7
"shaped",7
"shelf",7
"shirts",7
"shoutout",7
"showcase",7
"shutter",7
"situations",7
"skip",7
"sleeve",7
"smelling",7
"smells",7
"spam",7
"spike",7
"spin",7
"spirits",7
"spoons",7
"springfield",7
"sprinkle",7
"squeeze",7
"stamped",7
"stamping",7
"starter",7
"state’s",7
"statewide",7
"stating",7
"stats",7
"steak",7
"stein",7
"sterling",7
"steven",7
"stops",7
"stout",7
"stranger",7
"strangers",7
"streak",7
"streams",7
"strengths",7
"strike",7
"strikes",7
"subsequent",7
"suburban",7
"subway",7
"suffer",7
"suitable",7
"sunset",7
"surf",7
"surge",7
"surgeon",7
"survival",7
"suspicion",7
"swept",7
"swinging",7
"sxsw",7
"symptoms",7
"tags",7
"tales",7
"targeting",7
"tastes",7
"teammate",7
"tear",7
"temperature",7
"tennessee",7
"theft",7
"thread",7
"thunder",7
"tide",7
"titled",7
"tonights",7
"topped",7
"tornado",7
"tornadoes",7
"tortilla",7
"tourism",7
"trails",7
"trainer",7
"translated",7
"trap",7
"treatments",7
"treats",7
"tremendous",7
"triggered",7
"trimmed",7
"troops",7
"tsp",7
"tunes",7
"turner",7
"twelve",7
"twist",7
"two-time",7
"tx",7
"ultimate",7
"umbrella",7
"underwear",7
"unemployed",7
"universal",7
"upgrades",7
"useless",7
"valid",7
"varieties",7
"vegetable",7
"verizon",7
"victorian",7
"vietnam",7
"visions",7
"voices",7
"voter",7
"wages",7
"waited",7
"walmart",7
"walters",7
"wars",7
"waving",7
"welcomed",7
"well-known",7
"whisper",7
"wider",7
"wing",7
"wisconsin",7
"woot",7
"world’s",7
"worship",7
"worthy",7
"yelling",7
"yrs",7
"z",7
"-time",6
"…”",6
"absent",6
"abused",6
"accent",6
"accepting",6
"accessible",6
"accounted",6
"accuracy",6
"accurately",6
"acquisition",6
"acted",6
"addiction",6
"addressing",6
"adjust",6
"adore",6
"adviser",6
"africans",6
"afterwards",6
"aged",6
"aging",6
"aired",6
"albeit",6
"albert",6
"alcoholic",6
"alert",6
"alike",6
"allies",6
"alpha",6
"alright",6
"altered",6
"alternatives",6
"amber",6
"ambulance",6
"amusing",6
"ana",6
"anchor",6
"andrews",6
"announcing",6
"anonymous",6
"armed",6
"aroma",6
"arrogant",6
"assemblyman",6
"assess",6
"assistants",6
"associations",6
"attendance",6
"attracting",6
"authenticity",6
"autism",6
"aviation",6
"avocado",6
"await",6
"aye",6
"backs",6
"baffled",6
"bailout",6
"balloon",6
"banana",6
"bananas",6
"bare",6
"barn",6
"bartender",6
"basil",6
"batter",6
"battles",6
"beads",6
"beard",6
"beds",6
"beliefs",6
"bella",6
"benjamin",6
"bitterness",6
"blending",6
"blond",6
"bloomberg",6
"blunt",6
"bo",6
"bobby",6
"boise",6
"borders",6
"bp",6
"brandon",6
"breeder",6
"bridges",6
"bristol",6
"broadcast",6
"broth",6
"browser",6
"btw",6
"bubble",6
"buckeyes",6
"builders",6
"burgers",6
"buses",6
"bust",6
"buyers",6
"bynum",6
"ca",6
"cab",6
"cabin",6
"cadillac",6
"cage",6
"campaigning",6
"campbell",6
"casey",6
"celtics",6
"certificate",6
"chains",6
"chalk",6
"champ",6
"championships",6
"chandler",6
"channels",6
"chart",6
"cheeks",6
"cheering",6
"cheers",6
"chelsea",6
"chemistry",6
"chick",6
"chicks",6
"childs",6
"chili",6
"chip",6
"chocolates",6
"cholesterol",6
"chrysler",6
"chunks",6
"cinco",6
"cinema",6
"circus",6
"citing",6
"claiming",6
"claire",6
"clara",6
"clarity",6
"coached",6
"coachella",6
"coal",6
"cocoa",6
"cod",6
"cohen",6
"coliseum",6
"collapsed",6
"collectors",6
"colleges",6
"colony",6
"colts",6
"comeback",6
"comic",6
"commented",6
"commitments",6
"companions",6
"comparing",6
"compelled",6
"compensate",6
"complaints",6
"comply",6
"compromise",6
"confession",6
"confirm",6
"confirmation",6
"conflict",6
"confronted",6
"confusing",6
"congregation",6
"consent",6
"controlled",6
"controversial",6
"convenient",6
"conviction",6
"convo",6
"coordinator",6
"correctly",6
"cotton",6
"counted",6
"counterparts",6
"covers",6
"craig",6
"crawford",6
"creatures",6
"crispy",6
"crossed",6
"crowded",6
"crown",6
"crude",6
"crust",6
"cuyahoga",6
"dam",6
"danced",6
"dancers",6
"danny",6
"dating",6
"dayton",6
"deadly",6
"decrease",6
"deemed",6
"default",6
"defendants",6
"delegates",6
"delight",6
"derby",6
"descent",6
"diabetes",6
"diana",6
"difficulties",6
"digs",6
"disorder",6
"distressed",6
"diving",6
"dodgers",6
"domain",6
"dominant",6
"donna",6
"douglas",6
"dover",6
"downs",6
"dragged",6
"dresses",6
"drives",6
"driveway",6
"drum",6
"dump",6
"dutch",6
"dvds",6
"e-mail",6
"economics",6
"economist",6
"educators",6
"edward",6
"eg",6
"elder",6
"elias",6
"elijah",6
"ella",6
"emotionally",6
"encouragement",6
"engaging",6
"enhance",6
"enjoys",6
"enthusiasm",6
"epa",6
"equation",6
"erie",6
"escapes",6
"essay",6
"evenings",6
"evolution",6
"evolve",6
"exam",6
"exclusive",6
"experiencing",6
"explored",6
"extends",6
"factories",6
"farmer",6
"fascination",6
"fasting",6
"fielder",6
"finest",6
"firmly",6
"fitting",6
"fla",6
"flaws",6
"flick",6
"floating",6
"flooded",6
"focal",6
"focuses",6
"forcing",6
"forests",6
"forgetting",6
"forgiveness",6
"forming",6
"fortunes",6
"francis",6
"freddie",6
"freezing",6
"fruits",6
"fueled",6
"fufuua",6
"fukushima",6
"full-time",6
"funk",6
"gap",6
"gardener",6
"gates",6
"gauge",6
"generals",6
"genetic",6
"georgia",6
"gloves",6
"gms",6
"gotcha",6
"governor’s",6
"governors",6
"grad",6
"grain",6
"granite",6
"gravy",6
"grizzlies",6
"guarantees",6
"guessed",6
"guiding",6
"guilt",6
"hadn’t",6
"habits",6
"hairs",6
"handing",6
"handy",6
"hardy",6
"hated",6
"haven",6
"hawks",6
"headache",6
"headlines",6
"heap",6
"hiding",6
"hispanic",6
"holocaust",6
"hometown",6
"honda",6
"honors",6
"horses",6
"hr",6
"hub",6
"hugs",6
"humanity",6
"hume",6
"iconic",6
"identify",6
"identities",6
"idol",6
"ignored",6
"illegally",6
"illustration",6
"imma",6
"importance",6
"inappropriate",6
"indicates",6
"indication",6
"infamous",6
"inmates",6
"innocent",6
"innovation",6
"input",6
"inserted",6
"insist",6
"insists",6
"intensive",6
"intercession",6
"interim",6
"intimidating",6
"investigate",6
"ipa",6
"ivy",6
"jake",6
"jean",6
"jeffrey",6
"jen",6
"jewelry",6
"josh",6
"joyce",6
"judas",6
"julia",6
"kan",6
"kathy",6
"keith",6
"kissed",6
"kisses",6
"knees",6
"kno",6
"kobe",6
"labels",6
"laboratory",6
"lace",6
"landing",6
"languages",6
"lasted",6
"laughs",6
"lawrence",6
"leap",6
"lecture",6
"legend",6
"legendary",6
"legitimate",6
"lent",6
"lessons",6
"libra",6
"lighter",6
"limbs",6
"linda",6
"linebacker",6
"lions",6
"lip",6
"liz",6
"lmfao",6
"locker",6
"lone",6
"lou",6
"lowest",6
"loyal",6
"lsu",6
"lucas",6
"luv",6
"lyrics",6
"mammoth",6
"mansion",6
"marcus",6
"marry",6
"marys",6
"matched",6
"matthews",6
"mature",6
"melted",6
"merry",6
"messy",6
"microsoft",6
"mid",6
"mild",6
"mill",6
"ministers",6
"minneapolis",6
"ml",6
"mls",6
"mondays",6
"monument",6
"moore",6
"morality",6
"motor",6
"movements",6
"mph",6
"muddy",6
"mum",6
"museums",6
"mushrooms",6
"nato",6
"nbc",6
"nebraska",6
"neglected",6
"neil",6
"nerd",6
"networks",6
"neutral",6
"niggas",6
"noir",6
"nominated",6
"nomination",6
"nut",6
"obey",6
"obtained",6
"occupied",6
"offended",6
"offseason",6
"ol",6
"old-fashioned",6
"olympic",6
"opposing",6
"oregons",6
"oscar",6
"outer",6
"output",6
"outreach",6
"outright",6
"outta",6
"oz",6
"packing",6
"paddle",6
"paige",6
"pale",6
"parole",6
"partly",6
"paso",6
"pastry",6
"patriots",6
"payton",6
"pbs",6
"pc",6
"permitted",6
"petals",6
"pete",6
"peyton",6
"phd",6
"phenomenon",6
"philly",6
"photoshop",6
"pictured",6
"pill",6
"pin",6
"planted",6
"planting",6
"plates",6
"playful",6
"playoffs",6
"plea",6
"polite",6
"poll",6
"popped",6
"portions",6
"poses",6
"postseason",6
"pound",6
"powerpoint",6
"practically",6
"praised",6
"presents",6
"pressing",6
"presumably",6
"princeton",6
"printed",6
"prizes",6
"probe",6
"profiles",6
"programming",6
"promotion",6
"proposition",6
"protecting",6
"provision",6
"psychiatrist",6
"psychology",6
"puck",6
"punk",6
"puppy",6
"pushes",6
"puzzle",6
"quarterbacks",6
"questioned",6
"rachel",6
"railroad",6
"rails",6
"ranks",6
"ravens",6
"react",6
"reactions",6
"reads",6
"realizing",6
"rebuke",6
"receiver",6
"receives",6
"recipients",6
"recognition",6
"recommended",6
"recovered",6
"recruiting",6
"recycling",6
"reflects",6
"refund",6
"refuses",6
"relation",6
"remake",6
"reminder",6
"reminds",6
"reminiscent",6
"rented",6
"replacing",6
"reportedly",6
"representing",6
"requirement",6
"requiring",6
"residence",6
"responsibilities",6
"rested",6
"reviewing",6
"ribs",6
"rises",6
"rockin",6
"rocking",6
"roman",6
"romans",6
"ronald",6
"rounds",6
"rude",6
"rudy",6
"runway",6
"rural",6
"rutgers",6
"sa",6
"salon",6
"salty",6
"sanchez",6
"sandy",6
"sayin",6
"scare",6
"scenery",6
"sciences",6
"scripture",6
"seasonal",6
"securities",6
"self-esteem",6
"sensitivity",6
"serves",6
"shelves",6
"shield",6
"shiny",6
"ship",6
"shorter",6
"showers",6
"sink",6
"skill",6
"skype",6
"slap",6
"slip",6
"smoke",6
"snap",6
"soldier",6
"someones",6
